gene;pLI;oe_mis_upper;oe_lof_upper;mis_z
KNOP1;0,00;0,99;0,96;0,73
KNTC1;0,00;0,94;0,84;1,48
KPNA1;1,00;0,62;0,29;3,25
KPNA2;0,01;0,85;0,71;1,82
KPNA3;1,00;0,59;0,21;3,19
KPNA4;1,00;0,73;0,30;2,12
KPNA5;0,00;0,98;0,90;0,74
KPNA6;1,00;0,58;0,24;4,26
KPNA7;0,00;1,04;1,25;0,28
KPNB1;1,00;0,41;0,12;6,70
KPTN;0,00;1,01;0,99;0,55
KRAS;1,00;0,49;0,26;3,09
KRBA2;0,28;0,92;1,68;1,27
KRBOX1;0,02;1,50;1,80;-0,89
KRCC1;0,01;0,98;1,25;0,75
KREMEN1;0,00;0,92;0,85;1,26
KREMEN2;0,00;1,39;1,40;-2,53
KRI1;0,00;1,04;1,06;0,23
KRIT1;0,11;0,96;0,69;0,89
KRR1;0,01;1,03;0,74;0,41
KRT1;0,00;0,97;0,70;0,87
KRT10;0,00;1,04;0,88;0,27
KRT12;0,00;0,95;0,98;1,06
KRT13;0,00;1,03;0,91;0,33
KRT14;0,00;0,92;0,93;1,30
KRT15;0,00;1,03;1,23;0,31
KRT16;0,00;0,96;1,18;1,00
KRT17;0,00;0,97;0,87;0,84
KRT18;1,00;0,80;0,41;2,27
KRT19;0,00;0,98;0,78;0,80
KRT2;0,00;1,09;1,00;-0,35
KRT20;0,00;1,04;1,26;0,27
KRT222;0,01;1,04;0,79;0,34
KRT23;0,00;0,99;0,99;0,68
KRT24;0,00;0,96;1,09;0,94
KRT25;0,00;1,00;1,00;0,63
KRT27;0,00;1,12;0,83;-0,39
KRT28;0,00;1,01;1,20;0,52
KRT3;0,00;1,05;1,00;0,11
KRT31;0,00;0,98;0,88;0,76
KRT32;0,00;1,04;1,43;0,29
KRT33A;0,00;1,08;1,38;-0,01
KRT33B;0,00;1,07;1,08;0,07
KRT34;0,00;1,10;0,99;-0,21
KRT35;0,00;1,02;1,00;0,44
KRT36;0,00;1,07;1,15;-0,01
KRT37;0,00;1,05;1,17;0,16
KRT38;0,00;1,14;1,36;-0,63
KRT39;0,00;0,99;1,10;0,69
KRT4;0,00;1,01;1,09;0,56
KRT5;0,90;0,96;0,54;1,00
KRT6A;0,00;1,00;0,76;0,58
KRT6B;0,00;0,97;0,91;0,92
KRT6C;0,00;0,93;1,34;1,24
KRT7;0,00;1,01;1,46;0,50
KRT71;0,00;1,07;1,12;-0,05
KRT72;0,00;1,19;1,19;-1,07
KRT73;0,00;1,03;1,14;0,29
KRT74;0,00;1,11;1,28;-0,39
KRT75;0,00;1,13;0,97;-0,60
KRT76;0,00;1,09;1,26;-0,28
KRT77;0,00;1,07;1,11;-0,10
KRT78;0,00;1,04;1,36;0,24
KRT79;0,00;1,08;1,27;-0,11
KRT80;0,00;1,04;0,96;0,30
KRT81;0,00;1,08;1,45;-0,03
KRT82;0,00;1,07;1,13;-0,07
KRT83;0,00;1,04;1,23;0,22
KRT84;0,00;1,19;1,02;-1,18
KRT85;0,00;0,99;0,89;0,70
KRT86;0,00;1,14;1,04;-0,45
KRT9;0,00;0,99;0,87;0,73
KRTAP1-1;0,01;0,89;1,12;1,18
KRTAP1-3;0,00;0,95;1,25;0,87
KRTAP1-4;0,02;1,19;1,33;-0,19
KRTAP1-5;0,00;1,15;1,10;-0,18
KRTAP10-1;0,06;1,08;1,92;0,04
KRTAP10-10;0,37;1,12;1,80;-0,14
KRTAP10-11;0,05;1,13;1,94;-0,30
KRTAP10-12;0,14;1,04;1,92;0,38
KRTAP10-2;0,16;1,03;1,89;0,42
KRTAP10-3;NA;1,24;NA;-0,63
KRTAP10-4;0,35;0,92;1,83;1,22
KRTAP10-5;0,09;1,14;1,86;-0,29
KRTAP10-6;0,17;0,91;1,88;1,27
KRTAP10-7;0,41;0,93;1,71;1,15
KRTAP10-8;0,14;1,05;1,91;0,27
KRTAP10-9;0,21;1,11;1,82;-0,17
KRTAP11-1;0,00;0,97;1,73;0,77
KRTAP12-1;0,32;0,97;1,86;0,73
KRTAP12-2;0,18;1,03;1,86;0,47
KRTAP12-3;0,00;1,01;1,96;0,55
KRTAP12-4;0,13;1,19;1,93;-0,16
KRTAP13-1;0,17;1,06;1,89;0,29
KRTAP13-2;NA;1,20;NA;-0,26
KRTAP15-1;0,41;1,24;1,72;-0,47
KRTAP16-1;0,35;1,07;1,82;0,00
KRTAP17-1;0,76;1,12;0,73;0,15
KRTAP19-1;0,01;1,14;1,95;0,10
KRTAP19-2;0,02;1,14;1,95;0,26
KRTAP19-3;0,18;1,17;1,87;0,00
KRTAP19-4;0,32;1,14;1,87;0,13
KRTAP19-5;0,06;1,07;1,92;0,37
KRTAP19-6;0,41;1,14;1,73;0,21
KRTAP19-7;0,00;1,11;1,95;0,28
KRTAP19-8;NA;1,16;NA;0,38
KRTAP2-1;0,06;0,52;1,92;1,55
KRTAP2-3;0,00;0,82;1,85;1,32
KRTAP2-4;0,01;0,75;1,45;1,58
KRTAP20-1;0,00;1,37;1,93;-0,01
KRTAP20-2;0,00;1,22;1,89;0,05
KRTAP20-3;0,26;1,24;1,71;0,04
KRTAP21-1;0,57;0,92;1,26;0,87
KRTAP21-2;0,19;1,13;1,85;0,16
KRTAP21-3;0,31;1,11;1,88;0,30
KRTAP22-1;0,20;1,03;1,84;0,52
KRTAP22-2;0,31;1,22;1,87;0,08
KRTAP23-1;0,31;1,11;1,87;0,29
KRTAP24-1;0,45;1,19;1,62;-0,58
KRTAP25-1;0,06;1,24;1,92;-0,31
KRTAP26-1;0,33;1,10;1,85;0,05
KRTAP27-1;0,02;1,14;1,94;-0,16
KRTAP29-1;0,30;1,05;1,89;0,22
KRTAP3-1;0,02;1,12;1,66;0,13
KRTAP3-2;0,41;1,06;1,10;0,39
KRTAP3-3;0,00;1,00;1,93;0,61
KRTAP4-1;0,12;0,98;1,94;0,69
KRTAP4-11;0,01;1,20;1,85;-0,42
KRTAP4-12;0,06;1,01;1,78;0,56
KRTAP4-2;0,33;1,13;1,85;0,02
KRTAP4-3;0,04;0,98;1,95;0,71
KRTAP4-4;0,04;1,01;1,95;0,56
KRTAP4-5;0,43;0,96;1,68;0,80
KRTAP4-8;0,37;1,00;1,45;0,59
KRTAP5-1;0,04;1,00;1,88;0,61
KRTAP5-10;0,49;1,01;0,99;0,57
KRTAP5-11;0,01;1,16;1,92;-0,14
KRTAP5-2;0,30;0,95;1,89;0,81
KRTAP5-3;0,33;0,90;1,55;1,22
KRTAP5-4;NA;0,92;NA;0,95
KRTAP5-6;0,06;1,22;1,75;-0,34
KRTAP5-7;0,39;0,93;1,39;0,94
KRTAP5-8;0,33;0,91;1,22;1,09
KRTAP5-9;0,08;0,97;1,67;0,74
KRTAP6-3;0,01;1,04;1,44;0,45
KRTAP7-1;0,14;1,10;1,71;0,30
KRTAP8-1;0,04;1,13;1,62;0,21
KRTAP9-1;0,00;1,11;1,17;-0,05
KRTAP9-2;0,00;1,03;1,39;0,48
KRTAP9-3;0,00;1,32;1,51;-0,92
KRTAP9-4;0,01;1,17;1,17;-0,16
KRTAP9-8;0,00;1,16;1,37;-0,17
KRTCAP2;0,01;1,08;1,04;0,25
KRTCAP3;0,00;1,23;1,38;-0,77
KRTDAP;0,00;1,07;1,10;0,34
KSR2;1,00;0,72;0,32;4,18
KTI12;0,00;1,01;1,49;0,49
KTN1;0,00;1,09;0,77;-0,09
KXD1;0,09;0,88;0,94;1,29
KY;0,00;0,89;0,77;1,69
KYAT1;0,00;0,89;1,08;1,56
KYAT3;0,00;0,97;1,15;0,75
KYNU;0,00;1,08;1,36;0,11
L1TD1;0,00;1,17;1,29;-1,18
L2HGDH;0,00;1,05;0,87;0,23
L3HYPDH;0,00;1,32;1,79;-1,74
L3MBTL1;0,00;0,98;0,84;0,90
L3MBTL2;0,00;0,83;0,65;2,43
L3MBTL3;1,00;0,91;0,33;1,41
L3MBTL4;0,00;0,97;0,79;0,84
LACC1;0,00;0,87;1,16;1,59
LACRT;0,00;1,04;1,55;0,43
LACTB;0,00;1,10;1,05;-0,28
LACTB2;0,00;1,02;1,39;0,49
LAD1;0,00;1,05;1,26;0,20
LAG3;0,00;1,16;0,89;-0,80
LAIR1;0,00;1,11;1,03;-0,13
LAIR2;0,00;1,14;1,60;-0,01
LALBA;0,00;1,02;1,56;0,52
LAMA1;0,00;0,95;0,67;1,77
LAMA2;0,00;0,97;0,80;1,28
LAMA3;0,00;0,91;0,73;2,65
LAMA4;0,00;0,91;0,71;2,04
LAMA5;0,00;1,13;0,78;-2,68
LAMB1;0,00;0,97;0,60;1,15
LAMB2;0,00;0,87;0,65;2,87
LAMB3;0,00;0,98;0,83;0,89
LAMB4;0,00;0,96;1,09;1,27
LAMC1;1,00;0,89;0,26;2,44
LAMC2;0,00;0,95;0,80;1,33
LAMC3;0,00;0,99;0,91;0,79
LAMP1;1,00;1,00;0,34;0,58
LAMP3;0,00;0,98;1,02;0,73
LAMP5;0,00;1,14;1,59;-0,34
LAMTOR1;0,19;0,77;0,80;1,72
LAMTOR2;0,94;0,69;0,55;1,99
LAMTOR3;0,00;1,15;1,64;0,23
LAMTOR5;0,01;1,07;1,44;0,40
LANCL1;0,00;1,15;1,30;-0,49
LANCL2;0,00;1,05;0,85;0,19
LAP3;0,00;0,99;0,97;0,68
LAPTM4A;0,00;1,14;1,18;-0,14
LAPTM4B;0,00;1,25;1,65;-0,58
LAPTM5;0,11;1,09;0,78;0,09
LARGE1;0,00;0,82;0,61;2,71
LARGE2;0,00;1,06;1,13;-0,06
LARP1;1,00;0,77;0,41;3,67
LARP1B;0,00;0,96;0,94;0,98
LARP4;1,00;0,94;0,37;1,09
LARP4B;1,00;0,86;0,29;1,99
LARP6;0,00;1,02;0,96;0,47
LARP7;0,00;1,20;1,13;-0,99
LARS1;0,00;0,91;0,79;1,62
LARS2;0,00;0,90;0,81;1,64
LASP1;1,00;0,72;0,41;2,49
LAT;0,99;0,88;0,47;1,32
LAT2;0,00;0,99;0,72;0,67
LATS1;1,00;0,75;0,32;3,86
LATS2;0,98;0,95;0,49;1,22
LAX1;0,00;0,99;1,27;0,72
LAYN;0,00;1,09;1,08;-0,02
LBH;0,07;0,93;1,07;0,88
LBP;0,00;1,01;1,20;0,53
LBR;0,97;0,96;0,50;0,95
LBX1;0,45;1,01;0,75;0,52
LBX2;0,01;1,06;1,75;0,28
LCA5;0,00;1,02;0,88;0,41
LCA5L;0,00;0,91;1,10;1,35
LCAT;0,77;0,80;0,57;2,37
LCE1A;0,11;1,16;1,27;-0,02
LCE1B;0,04;1,17;1,88;-0,09
LCE1C;0,00;1,06;1,93;0,38
LCE1D;0,02;0,87;1,87;1,08
LCE1E;0,04;1,19;1,64;-0,15
LCE1F;0,00;1,17;1,66;-0,09
LCE2A;0,36;1,18;1,82;-0,12
LCE2B;0,32;1,38;1,86;-0,95
LCE2C;0,34;1,42;1,84;-1,10
LCE2D;0,36;1,25;1,82;-0,44
LCE3A;0,33;1,24;1,86;-0,28
LCE3D;NA;1,13;NA;0,22
LCE3E;0,19;1,26;1,86;-0,35
LCE4A;0,11;1,08;1,94;0,33
LCE5A;0,14;1,05;1,91;0,40
LCE6A;0,01;1,24;1,95;-0,18
LCK;1,00;0,68;0,33;3,54
LCLAT1;0,14;0,91;0,68;1,27
LCMT1;0,00;1,00;0,96;0,58
LCMT2;0,00;1,23;1,00;-1,90
LCN1;0,00;1,07;1,62;0,22
LCN10;0,00;1,13;1,10;-0,08
LCN12;0,00;1,05;1,08;0,36
LCN15;0,00;1,16;1,79;-0,15
LCN2;0,00;1,00;1,36;0,58
LCN6;0,00;1,14;1,26;-0,08
LCN8;0,00;1,02;1,09;0,51
LCNL1;0,00;1,29;1,95;-0,76
LCOR;1,00;0,90;0,34;2,06
LCP1;1,00;0,78;0,39;2,65
LCP2;1,00;0,95;0,47;0,99
LCT;0,00;0,76;0,62;4,99
LDAF1;0,05;0,86;1,04;1,23
LDAH;0,00;0,92;1,17;1,18
LDB1;1,00;0,66;0,24;3,49
LDB2;1,00;0,77;0,44;2,29
LDB3;0,00;0,97;0,86;0,91
LDHA;0,77;0,72;0,61;2,23
LDHAL6A;0,00;1,03;0,98;0,44
LDHAL6B;0,09;1,15;1,86;-0,54
LDHB;0,00;0,94;0,93;0,99
LDHC;0,00;1,26;1,87;-0,10
LDHD;0,00;1,19;1,31;-1,13
LDLR;0,00;1,00;1,09;0,61
LDLRAD1;0,00;1,13;1,14;-0,16
LDLRAD2;0,00;1,18;1,46;-0,58
LDLRAD3;0,00;0,96;1,03;0,92
LDLRAP1;0,00;1,02;1,08;0,49
LEAP2;0,00;1,17;1,87;0,05
LECT2;0,07;1,07;1,07;0,35
LEF1;1,00;0,79;0,46;2,19
LEFTY1;0,00;1,01;1,45;0,50
LEFTY2;0,35;0,96;0,70;0,86
LELP1;0,05;1,13;1,94;0,11
LEMD1;0,00;1,09;1,73;0,25
LEMD2;0,00;1,22;0,98;-1,19
LEMD3;0,40;1,17;0,58;-1,25
LENG1;0,00;1,23;1,59;-0,92
LENG8;1,00;0,96;0,38;1,09
LENG9;0,34;1,59;1,84;-4,45
LEO1;0,99;0,85;0,49;1,87
LEP;0,01;0,75;1,14;1,83
LEPR;0,00;0,89;0,59;2,07
LEPROT;0,87;1,07;0,62;0,33
LEPROTL1;0,03;1,01;1,76;0,58
LETM1;0,00;0,90;0,88;1,71
LETM2;0,00;1,04;1,25;0,32
LETMD1;0,00;0,98;0,97;0,78
LEUTX;0,05;1,07;1,84;0,27
LEXM;0,00;1,06;1,20;0,09
LFNG;0,02;1,09;0,76;-0,15
LGALS1;0,00;1,04;1,48;0,41
LGALS12;0,00;0,96;1,27;0,87
LGALS13;0,00;1,11;1,43;0,09
LGALS14;0,00;1,19;1,61;-0,18
LGALS16;0,00;1,35;1,82;-0,90
LGALS2;0,02;1,10;1,17;0,15
LGALS3;0,00;1,07;1,15;0,22
LGALS3BP;0,00;0,99;1,59;0,69
LGALS4;0,00;0,95;1,18;0,97
LGALS7B;0,60;0,39;0,97;2,17
LGALS8;0,00;0,99;1,36;0,68
LGALS9;0,00;0,88;1,02;1,45
LGALS9B;0,30;0,43;0,74;3,66
LGALS9C;0,93;0,42;0,55;3,84
LGALSL;0,00;0,98;1,04;0,74
LGI1;1,00;0,68;0,33;3,49
LGI2;0,00;0,88;0,81;1,69
LGI3;0,00;0,94;1,07;1,16
LGI4;0,00;1,21;1,26;-1,20
LGMN;0,00;0,91;0,85;1,27
LGR4;0,01;1,00;0,73;0,57
LGR5;0,00;1,00;0,74;0,63
LGR6;0,00;0,94;0,89;1,35
LGSN;0,00;1,12;1,69;-0,46
LHB;0,00;1,04;1,60;0,43
LHCGR;0,00;1,06;1,06;-0,03
LHFPL2;0,38;0,86;0,75;1,46
LHFPL3;0,94;0,85;0,55;1,53
LHFPL4;0,87;0,68;0,59;2,65
LHFPL5;0,00;0,93;0,98;1,01
LHFPL6;0,11;0,94;0,81;0,95
LHPP;0,00;1,12;1,26;-0,17
LHX1;0,92;0,91;0,55;1,37
LHX2;1,00;0,83;0,37;2,04
LHX3;0,00;1,29;1,02;-1,71
LHX4;0,57;0,88;0,59;1,57
LHX5;1,00;0,96;0,42;0,93
LHX8;0,97;0,83;0,52;1,82
LHX9;1,00;0,92;0,41;1,23
LIAS;0,00;0,99;0,99;0,69
LIF;0,01;0,96;1,07;0,83
LIFR;0,00;0,99;0,80;0,76
LIG1;0,00;0,95;0,72;1,20
LIG3;0,00;0,86;0,63;2,42
LIG4;0,00;0,94;1,04;1,30
LILRA1;0,00;1,21;1,28;-1,18
LILRA2;0,00;1,23;1,27;-1,31
LILRA4;0,00;1,04;1,28;0,26
LILRA5;0,00;0,96;1,09;0,85
LILRB1;0,00;1,10;1,08;-0,41
LILRB2;0,00;1,12;0,86;-0,53
LILRB5;0,00;1,08;1,14;-0,13
LIM2;0,00;1,01;1,08;0,57
LIMCH1;0,00;0,92;0,77;1,83
LIMD1;0,93;1,00;0,52;0,57
LIMD2;0,00;1,13;1,07;0,02
LIME1;0,00;1,42;1,96;-2,03
LIMK1;1,00;0,83;0,34;2,41
LIMK2;0,13;0,80;0,58;2,57
LIMS2;0,00;1,13;0,99;-0,39
LIN28A;0,04;0,84;0,83;1,57
LIN28B;0,99;0,90;0,41;1,16
LIN37;0,00;0,94;0,88;1,00
LIN54;1,00;0,65;0,20;4,08
LIN7A;0,00;0,96;1,38;0,79
LIN7B;0,00;1,19;1,15;-0,41
LIN7C;0,00;0,93;1,22;0,94
LIN9;1,00;0,76;0,20;2,07
LINGO1;0,91;0,72;0,55;3,56
LINGO4;0,00;0,98;1,14;0,78
LINS1;0,00;1,10;0,87;-0,46
LIPA;0,00;0,99;1,38;0,64
LIPC;0,00;1,12;1,10;-0,40
LIPE;0,00;1,00;0,93;0,61
LIPF;0,01;0,99;1,14;0,68
LIPG;0,00;0,91;0,88;1,44
LIPH;0,01;0,96;0,81;0,90
LIPI;0,00;1,18;1,88;-0,31
LIPK;0,00;1,22;1,04;-0,79
LIPM;0,00;1,05;1,24;0,26
LIPN;0,00;1,09;1,07;0,07
LIPT1;0,00;0,96;1,19;0,94
LIPT2;0,00;1,63;1,95;-3,08
LITAF;0,02;1,03;1,02;0,47
LIX1;0,00;0,97;1,01;0,83
LIX1L;0,00;1,14;0,96;-0,26
LKAAEAR1;0,00;1,87;1,96;-3,41
LLCFC1;0,00;1,19;1,88;-0,22
LLGL1;0,00;0,86;0,67;2,46
LLGL2;0,00;0,94;0,82;1,35
LLPH;0,19;1,07;1,08;0,34
LMAN1;0,00;1,03;0,68;0,38
LMAN1L;0,00;1,00;1,28;0,65
LMAN2;0,00;1,01;0,75;0,52
LMAN2L;0,00;1,01;0,90;0,50
LMBR1;0,00;1,13;1,38;-0,08
LMBR1L;0,00;0,90;0,84;1,50
LMBRD1;0,00;1,06;1,18;0,20
LMBRD2;0,00;0,81;0,77;1,99
LMCD1;0,00;0,99;0,97;0,72
LMF1;0,00;1,32;1,44;-2,55
LMF2;0,00;1,48;1,67;-4,25
LMNA;1,00;0,77;0,41;3,10
LMNB1;0,87;1,03;0,55;0,33
LMNB2;1,00;1,00;0,40;0,64
LMNTD1;0,00;1,03;1,04;0,39
LMNTD2;0,00;1,62;1,75;-5,40
LMO1;0,03;0,99;0,95;0,67
LMO2;0,00;1,06;1,12;0,24
LMO3;0,95;0,49;0,51;2,67
LMO4;0,99;0,60;0,33;2,61
LMO7;0,00;1,01;0,64;0,52
LMOD1;1,00;0,86;0,38;2,02
LMOD2;0,00;1,01;0,98;0,48
LMOD3;0,00;1,10;0,95;-0,34
LMTK2;1,00;0,91;0,41;2,03
LMTK3;0,89;1,13;0,52;-1,15
LMX1A;0,99;0,81;0,48;2,10
LMX1B;1,00;0,84;0,41;1,89
LNP1;0,00;1,01;1,35;0,57
LNPEP;0,05;0,86;0,61;1,95
LNPK;0,00;1,08;0,96;0,16
LNX1;0,00;0,99;0,94;0,73
LNX2;0,00;0,95;0,69;1,18
LOC100133315;0,32;1,09;1,86;0,36
LOC100421372;0,00;0,87;1,09;1,59
LOC102724488;0,81;0,19;0,68;2,34
LOC112577516;0,44;1,13;1,66;0,46
LOC112694756;NA;NA;NA;NA
LOC114841035;NA;NA;NA;NA
LOC728392;0,01;1,42;1,90;-1,01
LONP1;1,00;1,03;0,45;0,17
LONP2;0,00;0,84;0,91;2,44
LONRF1;0,00;1,31;0,66;-2,47
LONRF2;0,00;1,09;0,92;-0,26
LORICRIN;0,00;1,52;1,94;-2,91
LOX;0,98;1,09;0,50;-0,04
LOXHD1;0,00;0,99;0,90;0,87
LOXL1;0,00;1,22;1,07;-1,25
LOXL2;0,00;0,95;0,90;1,24
LOXL3;0,00;0,89;0,79;1,90
LOXL4;0,00;0,98;0,94;0,79
LPA;0,00;1,15;1,18;-1,50
LPAR1;1,00;0,67;0,39;3,21
LPAR2;0,01;0,94;0,98;1,05
LPAR3;0,78;0,89;0,62;1,43
LPAR5;0,40;1,23;1,74;-1,17
LPAR6;0,00;0,98;1,12;0,72
LPCAT1;0,53;0,92;0,56;1,33
LPCAT2;0,00;0,99;1,19;0,72
LPCAT3;0,99;0,82;0,49;2,11
LPCAT4;0,01;0,90;0,62;1,54
LPGAT1;1,00;0,71;0,29;2,46
LPIN1;0,00;0,92;0,78;1,56
LPIN2;0,00;0,89;0,58;1,91
LPIN3;0,00;0,92;1,00;1,53
LPL;0,00;1,11;1,08;-0,36
LPO;0,00;0,98;1,23;0,78
LPP;0,00;1,17;0,77;-1,14
LPXN;0,00;1,00;0,79;0,57
LRAT;0,00;0,97;1,21;0,82
LRATD1;0,02;1,17;1,08;-0,49
LRATD2;0,00;1,12;1,61;-0,27
LRBA;0,01;0,96;0,52;1,37
LRCH1;0,99;0,87;0,48;1,86
LRCH3;0,00;1,05;0,87;0,11
LRCH4;0,00;1,02;0,87;0,35
LRCOL1;0,00;1,15;1,47;-0,10
LRFN1;0,00;0,96;1,13;1,11
LRFN2;0,01;0,98;0,73;0,82
LRFN3;0,00;0,94;1,10;1,24
LRFN4;0,03;1,13;0,81;-0,67
LRFN5;0,17;0,90;0,63;1,65
LRG1;0,25;1,03;1,75;0,40
LRIF1;0,00;1,00;0,77;0,63
LRIG1;0,00;1,17;0,65;-1,76
LRIG2;0,00;0,93;0,95;1,52
LRIG3;0,00;0,93;0,81;1,48
LRIT1;0,00;1,11;1,42;-0,53
LRIT2;0,00;1,19;1,38;-1,17
LRIT3;0,00;1,01;1,14;0,54
LRMDA;0,00;1,07;0,96;0,20
LRP1;1,00;0,61;0,12;12,04
LRP10;0,00;0,94;0,89;1,23
LRP11;0,00;1,26;1,06;-1,36
LRP12;1,00;0,84;0,29;2,44
LRP1B;1,00;0,89;0,42;3,35
LRP2;1,00;0,86;0,35;4,54
LRP2BP;0,00;0,95;1,13;0,90
LRP3;0,00;1,10;1,25;-0,54
LRP4;0,01;0,75;0,50;5,22
LRP5;0,94;0,82;0,48;3,71
LRP6;1,00;0,77;0,27;4,27
LRP8;0,41;0,81;0,52;2,86
LRPAP1;0,00;1,27;1,38;-1,50
LRPPRC;0,00;1,23;0,81;-1,90
LRR1;0,00;1,04;1,26;0,29
LRRC1;0,24;0,94;0,64;1,06
LRRC10;0,14;0,94;0,94;1,01
LRRC10B;0,08;1,24;1,89;-0,96
LRRC14;0,00;0,99;1,04;0,73
LRRC14B;0,00;1,28;1,95;-1,87
LRRC15;0,00;1,06;1,82;0,00
LRRC17;0,00;0,97;1,04;0,89
LRRC19;0,00;1,18;1,00;-0,54
LRRC2;0,00;0,95;0,94;0,97
LRRC20;0,00;0,93;1,18;0,99
LRRC23;0,00;0,94;0,98;1,02
LRRC24;0,00;1,49;1,89;-3,62
LRRC25;0,92;0,91;0,57;1,26
LRRC26;0,00;1,98;1,99;-5,60
LRRC27;0,00;1,14;1,33;-0,62
LRRC28;0,00;1,03;0,99;0,36
LRRC3;0,00;1,05;1,88;0,24
LRRC30;0,00;1,12;1,11;-0,21
LRRC31;0,00;1,00;1,00;0,59
LRRC32;0,59;0,96;0,70;1,03
LRRC34;0,00;1,01;1,15;0,57
LRRC36;0,00;0,91;0,90;1,54
LRRC37A3;0,99;0,69;0,48;4,13
LRRC38;0,85;0,91;0,61;1,21
LRRC39;0,00;0,97;1,21;0,79
LRRC3C;0,00;1,06;1,35;0,20
LRRC4;1,00;0,86;0,46;2,11
LRRC40;0,00;1,11;1,45;0,04
LRRC41;1,00;0,77;0,39;3,21
LRRC42;0,00;1,12;1,17;-0,27
LRRC43;0,00;1,07;1,25;-0,09
LRRC45;0,00;1,33;1,29;-2,60
LRRC46;0,00;0,84;0,94;1,68
LRRC47;0,00;1,14;1,27;-0,68
LRRC49;0,00;0,93;0,84;1,10
LRRC4B;0,35;0,84;1,51;2,35
LRRC4C;1,00;0,72;0,30;3,51
LRRC52;0,00;1,07;1,47;0,14
LRRC55;0,01;0,98;0,91;0,73
LRRC56;0,00;1,22;1,23;-1,38
LRRC57;0,01;0,89;0,95;1,22
LRRC58;0,00;1,15;1,08;-0,41
LRRC59;0,00;0,89;0,78;1,37
LRRC61;0,00;1,18;1,24;-0,51
LRRC66;0,00;1,06;1,50;-0,06
LRRC7;1,00;0,80;0,20;3,50
LRRC70;0,00;0,92;0,94;1,32
LRRC71;0,00;1,15;1,09;-0,73
LRRC72;0,00;1,47;1,80;-1,51
LRRC75A;0,01;1,06;0,94;0,19
LRRC75B;0,00;1,06;1,73;0,21
LRRC8A;0,06;0,63;0,61;5,03
LRRC8B;0,71;0,75;0,55;3,36
LRRC8C;0,95;0,70;0,51;3,99
LRRC8D;0,98;0,64;0,50;4,82
LRRC8E;0,00;1,02;1,91;0,36
LRRCC1;0,00;1,04;1,07;0,19
LRRD1;0,00;0,89;0,97;1,70
LRRFIP1;0,00;1,08;0,81;-0,14
LRRFIP2;0,00;1,02;1,14;0,41
LRRIQ1;0,00;1,15;1,14;-1,39
LRRIQ3;0,00;1,23;1,60;-1,20
LRRK1;0,00;0,88;0,63;2,86
LRRK2;0,00;0,95;0,78;1,66
LRRN1;0,98;0,91;0,50;1,53
LRRN2;0,96;0,79;0,52;2,94
LRRN3;0,82;0,90;0,56;1,65
LRRN4;0,00;1,23;1,93;-1,87
LRRN4CL;NA;1,25;NA;-0,92
LRRTM1;1,00;0,82;0,39;2,36
LRRTM2;0,88;0,77;0,55;2,63
LRRTM3;0,00;0,84;0,72;2,13
LRRTM4;0,00;0,91;0,69;1,46
LRSAM1;0,00;0,91;0,94;1,62
LRTM1;0,00;1,15;1,42;-0,48
LRTM2;0,00;0,96;1,03;0,94
LRWD1;0,00;1,20;1,35;-1,43
LSAMP;1,00;0,78;0,34;2,24
LSG1;0,00;1,02;0,84;0,40
LSM1;0,01;1,14;1,40;0,16
LSM10;0,00;0,96;1,59;0,81
LSM11;0,00;1,30;0,93;-1,52
LSM12;1,00;0,58;0,15;2,62
LSM14A;1,00;0,75;0,45;2,61
LSM14B;1,00;0,87;0,38;1,66
LSM2;0,00;0,66;1,13;1,84
LSM3;0,00;0,79;1,85;1,35
LSM4;0,00;0,79;1,03;1,58
LSM5;0,23;1,22;1,44;0,22
LSM7;0,00;1,18;1,73;-0,02
LSM8;0,00;0,90;1,42;0,96
LSMEM1;0,00;1,07;1,29;0,31
LSMEM2;0,00;1,04;1,59;0,41
LSP1;0,00;1,09;1,04;-0,02
LSR;0,00;1,18;0,96;-1,24
LSS;0,00;1,00;1,05;0,58
LST1;0,00;1,23;1,83;-0,21
LTA;0,42;0,77;0,76;1,91
LTA4H;0,00;0,94;0,83;1,04
LTB;0,00;1,00;1,78;0,59
LTB4R;0,13;1,14;1,92;-0,44
LTB4R2;0,00;1,26;1,82;-1,42
LTBP2;0,00;0,97;0,60;1,17
LTBP3;0,00;0,98;0,82;0,90
LTBP4;0,00;1,04;0,73;0,00
LTBR;0,98;0,86;0,50;1,77
LTC4S;0,00;1,50;1,68;-1,66
LTF;0,00;1,03;1,29;0,29
LTK;0,00;1,19;1,42;-1,66
LTN1;0,99;0,86;0,47;2,57
LTO1;0,17;1,65;1,88;-0,29
LTV1;0,00;0,92;0,75;1,25
LUC7L;0,00;0,86;0,82;1,73
LUC7L2;0,00;0,72;0,70;2,77
LUC7L3;1,00;0,68;0,22;2,97
LUM;0,00;0,85;1,02;1,60
LURAP1;0,00;0,98;1,13;0,70
LURAP1L;0,00;1,38;1,40;-1,66
LUZP2;0,00;1,22;1,23;-0,32
LVRN;0,00;1,20;1,10;-1,76
LXN;0,00;0,96;1,27;0,86
LY6D;0,00;1,04;1,92;0,45
LY6E;0,16;1,03;1,14;0,49
LY6G6C;0,00;0,89;1,47;1,10
LY6G6D;0,14;1,13;1,18;0,23
